asset,rows,time_start,time_end,return_mean,return_std,return_skew,return_kurtosis
btc,1620,2019-08-30 00:00:00,2024-02-04 00:00:00,0.0009280765751174628,0.03492738352992443,-1.6326011383135426,24.828094134063686
